accession;gtdb_taxonomy;lsu_silva_23s_taxonomy;ncbi_organism_name;ncbi_taxonomy;ssu_silva_taxonomy
107653;GCF_001477575.1;Streptococcus macedonicus;Streptococcus macedonicus ACA-DC 198;Streptococcus gallolyticus;Streptococcus gallolyticus;Streptococcus gallolyticus subsp. macedonicus
130205;GCF_002000985.1;Streptococcus gallolyticus;Streptococcus gallolyticus subsp. gallolyticus TX20005;Streptococcus gallolyticus subsp. gallolyticus DSM 16831;Streptococcus gallolyticus;Streptococcus gallolyticus subsp. gallolyticus
123872;GCF_900475715.1;Streptococcus gallolyticus;Streptococcus gallolyticus subsp. gallolyticus TX20005;Streptococcus gallolyticus;Streptococcus gallolyticus;Streptococcus gallolyticus subsp. gallolyticus
79131;GCF_900187085.1;Streptococcus merionis;Streptococcus merionis DSM 19192;Streptococcus merionis;Streptococcus merionis;Streptococcus merionis DSM 19192
62237;GCF_001553685.1;Streptococcus sp001553685;Streptococcus pseudopneumoniae 22725;Streptococcus sp. oral taxon 431;Streptococcus sp.;Streptococcus infantis SK1302
114324;GCF_000479335.1;Streptococcus sp000479315;Streptococcus sp. I-G2;Streptococcus sp. I-G2;Streptococcus sp.;Streptococcus sp. I-G2
25550;GCF_000479315.1;Streptococcus sp000479315;Streptococcus sp. I-P16;Streptococcus sp. I-P16;Streptococcus sp.;Streptococcus sp. I-P16
121663;GCF_001587175.1;Streptococcus sp001587175;Streptococcus australis ATCC 700641;Streptococcus sp. A12;Streptococcus sp.;Streptococcus sp. I-G2
135803;GCF_001642085.1;Streptococcus pantholopis;Streptococcus anginosus T5;Streptococcus pantholopis;Streptococcus pantholopis;Streptococcus ursoris
16259;GCF_001598035.1;Streptococcus halotolerans;Streptococcus dysgalactiae subsp. equisimilis SK1250;Streptococcus halotolerans;Streptococcus halotolerans;Streptococcus thoraltensis DSM 12221
27307;GCF_001623565.1;Streptococcus marmotae;Streptococcus cristatus ATCC 51100;Streptococcus marmotae;Streptococcus marmotae;Streptococcus sp. I-G2
42346;GCF_002073815.2;Streptococcus salivarius;Streptococcus salivarius;Streptococcus sp. FDAARGOS_192;Streptococcus sp.;Streptococcus salivarius
95339;GCF_001708305.1;Streptococcus himalayensis;Streptococcus cristatus ATCC 51100;Streptococcus himalayensis;Streptococcus himalayensis;Streptococcus sp. I-G2
1251;GCF_002355895.1;Streptococcus sp002355895;Streptococcus mitis ATCC 6249;Streptococcus sp. NPS 308;Streptococcus sp.;Streptococcus mitis ATCC 6249
35425;GCF_000354175.2;Vibrio alginolyticus;Vibrio alginolyticus NBRC 15630 = ATCC 17749;Vibrio alginolyticus NBRC 15630 = ATCC 17749;Vibrio alginolyticus;Vibrio parahaemolyticus
72962;GCF_001469735.1;Vibrio alginolyticus;Vibrio alginolyticus 12G01;Vibrio alginolyticus;Vibrio alginolyticus;Vibrio alginolyticus NBRC 15630 = ATCC 17749
69034;GCF_001679745.1;Vibrio alginolyticus;Vibrio alginolyticus NBRC 15630 = ATCC 17749;Vibrio alginolyticus;Vibrio alginolyticus;Vibrio sp. Ex25
51426;GCF_002119505.2;Vibrio alginolyticus;Vibrio alginolyticus 12G01;Vibrio alginolyticus;Vibrio alginolyticus;Vibrio parahaemolyticus
124487;GCF_002119525.1;Vibrio alginolyticus_B;Vibrio sp. MED222;Vibrio alginolyticus;Vibrio alginolyticus;Vibrio tasmaniensis LGP32
58568;GCF_002119545.1;Vibrio alginolyticus;Vibrio alginolyticus 12G01;Vibrio alginolyticus;Vibrio alginolyticus;Vibrio parahaemolyticus
48917;GCF_002119565.1;Vibrio alginolyticus;Vibrio alginolyticus NBRC 15630 = ATCC 17749;Vibrio alginolyticus;Vibrio alginolyticus;Vibrio parahaemolyticus
17793;GCF_002119585.1;Vibrio alginolyticus;Vibrio alginolyticus 12G01;Vibrio alginolyticus;Vibrio alginolyticus;Vibrio parahaemolyticus
85661;GCF_002149065.1;Vibrio alginolyticus;Vibrio alginolyticus 12G01;Vibrio alginolyticus;Vibrio alginolyticus;Vibrio parahaemolyticus
108409;GCF_002149085.1;Vibrio alginolyticus;Vibrio alginolyticus 12G01;Vibrio alginolyticus;Vibrio alginolyticus;Vibrio parahaemolyticus
6635;GCF_002149105.1;Vibrio alginolyticus;Vibrio alginolyticus 12G01;Vibrio alginolyticus;Vibrio alginolyticus;Vibrio parahaemolyticus
120847;GCF_002953515.1;Vibrio alginolyticus;Vibrio alginolyticus 12G01;Vibrio alginolyticus;Vibrio alginolyticus;Vibrio alginolyticus NBRC 15630 = ATCC 17749
14980;GCF_002953535.1;Vibrio alginolyticus;Vibrio sp. OY15;Vibrio alginolyticus;Vibrio alginolyticus;Vibrio sp. Ex25
42055;GCF_002953975.1;Vibrio alginolyticus;Vibrio alginolyticus NBRC 15630 = ATCC 17749;Vibrio alginolyticus;Vibrio alginolyticus;Vibrio alginolyticus NBRC 15630 = ATCC 17749
114333;GCF_000006745.1;Vibrio cholerae;Vibrio cholerae O1 biovar El Tor str. N16961;Vibrio cholerae O1 biovar El Tor str. N16961;Vibrio cholerae;Vibrio cholerae IEC224
92469;GCF_000016245.1;Vibrio cholerae;Vibrio cholerae O395;Vibrio cholerae O395;Vibrio cholerae;Vibrio cholerae IEC224
74682;GCF_000021605.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae M66-2;Vibrio cholerae;Vibrio cholerae IEC224
120955;GCF_000021625.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae O395;Vibrio cholerae;Vibrio cholerae O395
103789;GCF_000022585.1;Vibrio cholerae;Vibrio cholerae MJ-1236;Vibrio cholerae MJ-1236;Vibrio cholerae;Vibrio cholerae MJ-1236
12708;GCF_000166455.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae O1 str. 2010EL-1786;Vibrio cholerae;Vibrio cholerae IEC224
18592;GCF_000250855.1;Vibrio cholerae;Vibrio cholerae IEC224;Vibrio cholerae IEC224;Vibrio cholerae;Vibrio cholerae IEC224
82367;GCF_000765415.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae IEC224
117382;GCF_000788715.2;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae IEC224
130732;GCF_000829215.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae MS6;Vibrio cholerae;Vibrio cholerae MS6
74891;GCF_000963555.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae O1 biovar El Tor;Vibrio cholerae;Vibrio cholerae MJ-1236
16638;GCF_000969235.1;Vibrio cholerae;Vibrio cholerae LMA3984-4;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae LMA3984-4
133299;GCF_000969265.1;Vibrio cholerae;Vibrio cholerae AM-19226;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae LMA3984-4
45298;GCF_001250235.2;Vibrio cholerae;Vibrio cholerae O1 biovar El Tor str. N16961;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae IEC224
104466;GCF_001318185.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae O1 str. KW3;Vibrio cholerae;Vibrio cholerae IEC224
128332;GCF_001683415.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae 2740-80;Vibrio cholerae;Vibrio cholerae MJ-1236
82272;GCF_001854425.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae LMA3984-4
15130;GCF_001887395.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae MJ-1236
46794;GCF_001887415.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae MJ-1236
139352;GCF_001887435.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae MJ-1236
142490;GCF_001887455.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae MJ-1236
124968;GCF_001887475.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae IEC224
136686;GCF_001887495.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae MJ-1236
121849;GCF_001887515.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae MJ-1236
115720;GCF_001887615.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae LMA3984-4
66385;GCF_001887635.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae MJ-1236
25637;GCF_001887655.1;Vibrio cholerae;Vibrio cholerae LMA3984-4;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae MJ-1236
79688;GCF_002073335.2;Vibrio cholerae;Vibrio cholerae LMA3984-4;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae MJ-1236
66147;GCF_002313025.1;Vibrio cholerae;Vibrio cholerae HE-25;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae IEC224
94359;GCF_002749635.1;Vibrio cholerae;Vibrio cholerae O1 biovar El Tor str. N16961;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae IEC224
129413;GCF_002892855.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae MJ-1236
129014;GCF_002946655.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae O1 biovar El Tor;Vibrio cholerae;Vibrio cholerae IEC224
133023;GCF_002997215.1;Vibrio cholerae;Vibrio cholerae MJ-1236;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae MJ-1236
31978;GCF_003063785.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae MJ-1236
45597;GCF_003063885.1;Vibrio cholerae;Vibrio cholerae CP1037(10);Vibrio cholerae;Vibrio cholerae;Vibrio cholerae MS6
73192;GCF_003097695.1;Vibrio cholerae;Vibrio cholerae LMA3984-4;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae MJ-1236
78010;GCF_900185995.1;Vibrio cholerae;Vibrio cholerae AM-19226;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae IEC224
52390;GCF_900324425.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae MJ-1236
25625;GCF_900324445.1;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae MJ-1236
59306;GCF_900324455.1;Vibrio cholerae;Vibrio cholerae MJ-1236;Vibrio cholerae;Vibrio cholerae;Vibrio cholerae MJ-1236
53084;GCF_000770115.1;Vibrio harveyi;Vibrio harveyi;Vibrio harveyi;Vibrio harveyi;Vibrio harveyi
129472;GCF_001558435.2;Vibrio harveyi;Vibrio harveyi CAIM 1792;Vibrio harveyi;Vibrio harveyi;Vibrio harveyi
107906;GCF_001908435.2;Vibrio harveyi;Vibrio harveyi;Vibrio harveyi;Vibrio harveyi;Vibrio harveyi
43470;GCF_002850295.1;Vibrio harveyi;Vibrio harveyi;Vibrio harveyi;Vibrio harveyi;Vibrio harveyi
86656;GCF_000196095.1;Vibrio parahaemolyticus;Vibrio parahaemolyticus VP551;Vibrio parahaemolyticus RIMD 2210633;Vibrio parahaemolyticus;Vibrio parahaemolyticus
137491;GCF_000328405.1;Vibrio parahaemolyticus;Vibrio parahaemolyticus BB22OP;Vibrio parahaemolyticus BB22OP;Vibrio parahaemolyticus;Vibrio parahaemolyticus
103992;GCF_000430405.1;Vibrio parahaemolyticus;Vibrio parahaemolyticus O1:Kuk str. FDA_R31;Vibrio parahaemolyticus O1:Kuk str. FDA_R31;Vibrio parahaemolyticus;Vibrio parahaemolyticus O1:Kuk str. FDA_R31
12130;GCF_000430425.1;Vibrio parahaemolyticus;Vibrio parahaemolyticus O1:K33 str. CDC_K4557;Vibrio parahaemolyticus O1:K33 str. CDC_K4557;Vibrio parahaemolyticus;Vibrio parahaemolyticus O1:K33 str. CDC_K4557
45573;GCF_000568495.1;Vibrio parahaemolyticus;Vibrio parahaemolyticus UCM-V493;Vibrio parahaemolyticus UCM-V493;Vibrio parahaemolyticus;Vibrio parahaemolyticus O1:Kuk str. FDA_R31
57376;GCF_001188185.2;Vibrio parahaemolyticus;Vibrio parahaemolyticus 10329;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus
47223;GCF_001244315.1;Vibrio parahaemolyticus;Vibrio parahaemolyticus NIHCB0757;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus
97226;GCF_001304775.1;Vibrio parahaemolyticus;Vibrio parahaemolyticus AQ4037;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus
26037;GCF_001433415.1;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus
57341;GCF_001558495.2;Vibrio parahaemolyticus;Vibrio parahaemolyticus NBRC 12711;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus O1:Kuk str. FDA_R31
49725;GCF_001636035.1;Vibrio parahaemolyticus;Vibrio parahaemolyticus BB22OP;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus O1:Kuk str. FDA_R31
47100;GCF_001682175.1;Vibrio parahaemolyticus;Vibrio parahaemolyticus VP2007-095;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus
89728;GCF_001700835.1;Vibrio parahaemolyticus;Vibrio parahaemolyticus 10329;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus
82433;GCF_001758605.1;Vibrio parahaemolyticus;Vibrio parahaemolyticus O1:K33 str. CDC_K4557;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus
42264;GCF_001879585.1;Vibrio parahaemolyticus;Vibrio parahaemolyticus NIHCB0757;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus
76698;GCF_001887055.1;Vibrio parahaemolyticus;Vibrio parahaemolyticus NIHCB0757;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus
97697;GCF_002073775.2;Vibrio parahaemolyticus;Vibrio parahaemolyticus BB22OP;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus
91603;GCF_002209725.2;Vibrio parahaemolyticus;Vibrio parahaemolyticus VP2007-095;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus
47859;GCF_002220985.3;Vibrio parahaemolyticus;Vibrio parahaemolyticus VP2007-095;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus
123060;GCF_003076895.1;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus
72737;GCF_003085735.1;Vibrio parahaemolyticus;Vibrio parahaemolyticus VPCR-2010;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus O1:Kuk str. FDA_R31
67214;GCF_003119375.1;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus
99532;GCF_000009745.1;Vibrio vulnificus;Vibrio vulnificus YJ016;Vibrio vulnificus YJ016;Vibrio vulnificus;Vibrio vulnificus CMCP6
129515;GCF_000039765.1;Vibrio vulnificus;Vibrio vulnificus CMCP6;Vibrio vulnificus CMCP6;Vibrio vulnificus;Vibrio vulnificus CMCP6
117158;GCF_000186585.1;Vibrio vulnificus;Vibrio vulnificus MO6-24/O;Vibrio vulnificus MO6-24/O;Vibrio vulnificus;Vibrio vulnificus MO6-24/O
27369;GCF_000746665.1;Vibrio vulnificus;Vibrio vulnificus;Vibrio vulnificus;Vibrio vulnificus;Vibrio vulnificus CMCP6
21829;GCF_001433435.1;Vibrio vulnificus;Vibrio vulnificus YJ016;Vibrio vulnificus;Vibrio vulnificus;Vibrio vulnificus CMCP6
125488;GCF_001558515.2;Vibrio vulnificus;Vibrio vulnificus CMCP6;Vibrio vulnificus;Vibrio vulnificus;Vibrio vulnificus CMCP6
52630;GCF_001653775.1;Vibrio vulnificus;Vibrio vulnificus YJ016;Vibrio vulnificus;Vibrio vulnificus;Vibrio vulnificus CMCP6
3881;GCF_001675245.1;Vibrio vulnificus;Vibrio vulnificus MO6-24/O;Vibrio vulnificus;Vibrio vulnificus;Vibrio vulnificus CMCP6
110946;GCF_002117205.1;Vibrio vulnificus;Vibrio vulnificus YJ016;Vibrio vulnificus;Vibrio vulnificus;Vibrio vulnificus CMCP6
42716;GCF_002204915.1;Vibrio vulnificus;Vibrio vulnificus CMCP6;Vibrio vulnificus;Vibrio vulnificus;Vibrio vulnificus
24359;GCF_002215135.1;Vibrio vulnificus;Vibrio vulnificus;Vibrio vulnificus;Vibrio vulnificus;Vibrio vulnificus
26534;GCF_002224265.1;Vibrio vulnificus;Vibrio vulnificus NBRC 15645 = ATCC 27562;Vibrio vulnificus NBRC 15645 = ATCC 27562;Vibrio vulnificus;Vibrio vulnificus
116630;GCF_002850455.1;Vibrio vulnificus;Vibrio vulnificus YJ016;Vibrio vulnificus;Vibrio vulnificus;Vibrio vulnificus CMCP6
67565;GCF_002863725.1;Vibrio vulnificus;Vibrio vulnificus;Vibrio vulnificus;Vibrio vulnificus;Vibrio vulnificus
16029;GCF_003047125.1;Vibrio vulnificus;Vibrio vulnificus;Vibrio vulnificus Env1;Vibrio vulnificus;Vibrio vulnificus
25695;GCF_001558475.2;Vibrio mimicus;Vibrio mimicus VM223;Vibrio mimicus;Vibrio mimicus;Vibrio cholerae M66-2
27217;GCF_001767355.1;Vibrio mimicus;Vibrio mimicus CAIM 602;Vibrio mimicus;Vibrio mimicus;Vibrio cholerae LMA3984-4
34896;GCF_001558415.2;Vibrio fluvialis;Vibrio fluvialis PG41;Vibrio fluvialis;Vibrio fluvialis;Vibrio fluvialis 560
70847;GCF_001952955.1;Vibrio fluvialis;Vibrio fluvialis 539;Vibrio fluvialis;Vibrio fluvialis;Vibrio furnissii CIP 102972
81605;GCF_002953375.1;Vibrio fluvialis;Vibrio fluvialis 539;Vibrio fluvialis;Vibrio fluvialis;Vibrio fluvialis 560
125211;GCF_000017705.1;Vibrio campbellii;Vibrio campbellii ATCC BAA-1116;Vibrio campbellii ATCC BAA-1116;Vibrio campbellii;Vibrio campbellii ATCC BAA-1116
32785;GCF_000464435.1;Vibrio campbellii;Vibrio campbellii ATCC BAA-1116;Vibrio campbellii ATCC BAA-1116;Vibrio campbellii;Vibrio campbellii ATCC BAA-1116
45653;GCF_001969325.1;Vibrio campbellii;Vibrio campbellii ATCC BAA-1116;Vibrio campbellii;Vibrio campbellii;Vibrio campbellii ATCC BAA-1116
140673;GCF_002140055.1;Vibrio campbellii;Vibrio campbellii ATCC BAA-1116;Vibrio campbellii;Vibrio campbellii;Vibrio campbellii ATCC BAA-1116
5508;GCF_002142655.1;Vibrio campbellii;Vibrio campbellii;Vibrio campbellii;Vibrio campbellii;Vibrio parahaemolyticus
84574;GCF_002163755.1;Vibrio campbellii;Vibrio campbellii CAIM 519 = NBRC 15631;Vibrio campbellii CAIM 519 = NBRC 15631;Vibrio campbellii;Vibrio campbellii ATCC BAA-1116
84466;GCF_002906455.1;Vibrio campbellii;Vibrio campbellii HY01;Vibrio campbellii;Vibrio campbellii;Vibrio campbellii ATCC BAA-1116
104564;GCF_002906475.1;Vibrio campbellii;Vibrio campbellii HY01;Vibrio campbellii;Vibrio campbellii;Vibrio owensii CAIM 1854 = LMG 25443
127228;GCF_002196515.1;Vibrio gazogenes_A;Vibrio gazogenes ATCC 43941;Vibrio gazogenes;Vibrio gazogenes;Vibrio gazogenes ATCC 43941
78932;GCF_002214345.1;Vibrio mediterranei;Vibrio shilonii AK1;Vibrio shilonii;Vibrio shilonii;Vibrio sp. ER1A
44300;GCF_001456255.1;Vibrio natriegens;Vibrio sp. EJY3;Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759;Vibrio natriegens;Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759
39694;GCF_001680025.1;Vibrio natriegens;Vibrio sp. EJY3;Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759;Vibrio natriegens;Vibrio sp. EJY3
65207;GCF_001680045.1;Vibrio natriegens;Vibrio sp. EJY3;Vibrio natriegens;Vibrio natriegens;Vibrio sp. EJY3
120239;GCF_001680065.1;Vibrio natriegens;Vibrio sp. EJY3;Vibrio natriegens;Vibrio natriegens;Vibrio sp. EJY3
52731;GCF_001680085.1;Vibrio natriegens;Vibrio sp. EJY3;Vibrio natriegens;Vibrio natriegens;Vibrio sp. Ex25
53801;GCF_000801275.2;Vibrio nigripulchritudo;Vibrio nigripulchritudo;Vibrio nigripulchritudo;Vibrio nigripulchritudo;Vibrio nigripulchritudo
141471;GCF_000184325.1;Vibrio furnissii;Vibrio furnissii NCTC 11218;Vibrio furnissii NCTC 11218;Vibrio furnissii;Vibrio furnissii CIP 102972
14739;GCF_000772105.1;Vibrio tubiashii;Vibrio tubiashii ATCC 19109;Vibrio tubiashii ATCC 19109;Vibrio tubiashii;Vibrio tubiashii ATCC 19109
19722;GCF_001685465.1;Vibrio scophthalmi;Vibrio ichthyoenteri ATCC 700023;Vibrio scophthalmi;Vibrio scophthalmi;Vibrio sp. N418
72373;GCF_001687805.1;Vibrio scophthalmi;Vibrio ichthyoenteri ATCC 700023;Vibrio scophthalmi;Vibrio scophthalmi;Vibrio sp. N418
